City,City,Country,Lat,Humidity,Temp (F),Wind Speed (mph),Percent of Clouds,Date
426,Darhan,MN,49.49,60,10.48,2.71,0,1550753053
427,Kamenka,RU,53.19,97,33.11,14.23,88,1550753054
428,Amuntai,ID,-2.42,80,80.41,1.25,80,1550753054
429,Youhao,CN,47.86,62,23.35,4.94,48,1550753054
430,Marrakesh,MA,31.63,35,69.8,5.82,0,1550750400
431,Drochtersen,DE,53.71,93,46.87,13.87,90,1550751600
432,Ossora,RU,59.24,83,-14.01,4.16,0,1550753055
433,Olga,US,34.11,87,44.73,4.7,75,1550750880
434,Lavrentiya,RU,65.58,94,26.68,29.55,88,1550753055
435,Mount Pleasant,US,33.16,86,39.92,3.36,1,1550751300
436,Oum Hadjer,TD,13.3,20,96.65,4.72,36,1550753056
437,Praya,ID,-8.71,94,78.8,4.7,40,1550752200
438,Iqaluit,CA,63.75,74,-23.81,9.17,75,1550750400
439,Geraldton,CA,49.72,85,15.8,4.7,75,1550750400
440,Veydelevka,RU,50.15,91,27.08,16.24,64,1550753057
441,Okato,NZ,-39.19,94,68.12,14.67,88,1550753057
442,Tokur,RU,53.13,78,10.66,2.48,56,1550753058
443,Khovu-Aksy,RU,51.13,69,-1.77,2.15,0,1550753058
444,Bull Savanna,JM,17.89,78,68.98,8.3,0,1550753058
445,Nacala,MZ,-14.56,74,84.2,13.87,75,1550750400
446,Mnogovershinnyy,RU,53.94,76,4.63,2.59,48,1550753058
447,Vyssi Brod,CZ,48.62,62,51.8,12.75,75,1550749800
448,Pitsunda,GE,43.16,53,50.0,4.47,90,1550750400
449,Iquitos,PE,-3.75,94,77.0,3.36,75,1550751360
450,Port Hedland,AU,-20.31,79,84.2,9.17,92,1550750400
451,Kitimat,CA,54.02,92,23.0,1.7,5,1550750400
452,Bumba,CD,2.18,29,98.81,3.94,12,1550753060
453,Road Town,VG,18.42,51,81.21,12.75,20,1550750400
454,Meridian,US,32.36,81,52.65,5.82,90,1550750280
455,Brigantine,US,39.41,100,35.15,8.05,90,1550751540
456,Chipinge,ZW,-20.19,47,87.43,6.73,0,1550753061
457,Ust-Kuyga,RU,70.0,0,-44.7,3.38,8,1550753062
458,Komsomolskiy,RU,67.55,79,3.55,1.92,80,1550753062
459,Skotina,GR,40.01,29,59.5,6.93,20,1550749800
460,Setermoen,NO,68.86,84,-0.41,13.87,0,1550751600
461,Waterloo,CA,43.47,80,34.83,16.11,90,1550750760
462,Singaraja,ID,-8.11,95,76.0,1.48,68,1550753063
463,Daru,SL,7.99,36,91.3,4.94,8,1550753064
464,Prince Rupert,CA,54.32,100,32.0,5.82,75,1550750400
465,Carmarthen,GB,51.86,87,53.6,14.99,40,1550749800
466,Villarrica,CL,-39.28,87,57.2,2.24,75,1550750400
467,Fortuna,ES,38.18,54,59.61,3.36,40,1550750400
468,Waipawa,NZ,-39.94,90,60.7,2.93,12,1550753065
469,Salinopolis,BR,-0.61,100,78.83,8.19,76,1550752831
470,Emerald,AU,-23.53,38,87.8,5.82,24,1550750400
471,Sola,NO,58.89,87,47.41,4.7,75,1550751600
472,Inhambane,MZ,-23.87,55,87.8,4.7,40,1550750400
473,Verkhnyaya Toyma,RU,62.24,64,16.73,10.98,76,1550753066
474,Churapcha,RU,62.0,35,-24.4,2.71,20,1550753066
475,Eureka,US,40.8,100,36.37,5.82,1,1550752500
476,Raymond,US,43.04,92,25.7,6.93,90,1550751120
477,Dese,IT,45.53,76,54.54,8.05,0,1550750100
478,Banyo,CM,6.75,18,93.19,6.4,32,1550753067
479,Pyapon,MM,16.29,61,84.77,3.04,0,1550753067
480,Madang,PG,-5.21,96,77.44,1.81,44,1550753068
481,Avera,US,33.19,93,46.74,2.82,90,1550751660
482,Qasigiannguit,GL,68.82,78,15.8,12.75,75,1550749800
483,Northam,GB,51.04,81,54.5,9.17,75,1550749800
484,Champerico,MX,16.38,72,64.4,4.7,5,1550750220
485,Wanaka,NZ,-44.7,53,58.76,7.96,0,1550753069
486,Seymchan,RU,62.93,38,-26.38,1.81,32,1550753069
487,Port Macquarie,AU,-31.43,69,73.4,11.41,90,1550750400
488,Goma,CD,-1.67,100,62.0,4.72,88,1550753070
489,Yadrin,RU,55.94,94,33.43,12.21,80,1550753070
490,Kerman,IR,30.29,6,60.8,4.7,20,1550750400
491,Vila Franca do Campo,PT,37.72,72,59.0,16.11,20,1550750400
492,Sawakin,SD,19.1,61,78.2,13.11,0,1550753071
493,Chicama,PE,-7.84,88,73.4,4.7,75,1550750400
494,Saint-Joseph,FR,43.56,67,57.31,6.93,0,1550752200
495,Nosy Varika,MG,-20.58,70,89.86,6.96,12,1550753071
496,Fukue,JP,35.03,65,46.4,23.04,20,1550750400
497,Bossangoa,CF,6.5,24,96.88,7.29,0,1550753072
498,Tecoanapa,MX,16.99,88,71.6,3.36,5,1550749740
499,Arjona,CO,10.25,94,75.2,2.24,0,1550750400
500,Cururupu,BR,-1.82,91,82.61,6.4,36,1550753073
501,Nishihara,JP,35.74,45,47.35,8.05,90,1550750400
502,Mezen,RU,65.85,52,15.83,11.54,20,1550753073
503,Kindu,CD,-2.95,49,92.78,2.82,0,1550753073
504,Atambua,ID,-9.11,100,80.5,6.51,48,1550753074
505,San Cristobal,EC,-0.39,93,53.6,5.82,75,1550750400
506,Hailar,CN,49.2,56,12.77,7.29,0,1550753074
507,Baker City,US,44.77,79,24.8,6.93,90,1550749980
508,Faya,SA,18.39,77,62.71,13.87,75,1550750400
509,Finnsnes,NO,69.23,84,13.23,13.87,0,1550751600
510,Qaqortoq,GL,60.72,62,21.2,2.24,75,1550749800
511,Ola,RU,59.58,100,-3.39,6.17,36,1550753075
512,Bubaque,GW,11.28,84,82.61,3.71,0,1550753075
513,Ahipara,NZ,-35.17,100,66.32,14.67,100,1550753076
514,Mao,DO,19.55,100,68.95,6.93,40,1550750400
515,Zadar,HR,44.12,54,57.2,9.17,0,1550752200
516,Aykhal,RU,65.95,55,-6.63,6.17,20,1550753076
517,Namatanai,PG,-3.66,100,80.86,13.33,32,1550753077
518,Payakumbuh,ID,-0.23,88,76.67,1.81,68,1550753077
519,Rafaela,AR,-31.25,63,84.68,6.62,0,1550753077
520,Cuamba,MZ,-14.8,75,81.08,3.71,68,1550753077
521,Ngunguru,NZ,-35.62,98,70.96,15.01,92,1550753078
522,Shache,CN,38.42,51,42.79,4.5,88,1550753078
523,Paamiut,GL,61.99,100,26.23,38.05,56,1550753078
524,Zaysan,KZ,47.47,90,19.03,2.71,76,1550753079
525,Changping,CN,40.22,33,44.6,6.71,0,1550750400
526,Yamethin,MM,20.43,63,77.98,2.93,0,1550753079
527,Coquimbo,CL,-29.95,72,66.2,4.72,0,1550750400
528,Caravelas,BR,-17.73,100,82.88,11.99,80,1550753058
529,Silver City,US,32.77,42,28.4,4.7,75,1550751300
530,Namtsy,RU,62.72,74,-22.01,4.47,8,1550750400
531,Menongue,AO,-14.66,28,89.23,5.17,0,1550753080
532,Jiblah,YE,13.92,32,75.77,3.27,0,1550753081
533,Opuwo,NA,-18.06,16,95.8,12.44,0,1550753081
534,Kampong Chhnang,KH,12.25,62,85.54,1.7,32,1550753081
535,Bacolod,PH,10.68,63,78.25,8.97,0,1550753082
536,Jodhpur,IN,26.3,49,78.11,9.19,80,1550753082
537,Tayu,JP,35.06,65,46.4,23.04,20,1550750400
538,Champoton,MX,19.35,94,71.6,8.05,5,1550749200
539,Hofn,IS,64.25,93,41.0,6.93,75,1550751060
540,Metro,ID,-5.11,93,79.33,4.94,32,1550753083
541,Skala Fourkas,GR,40.0,76,60.8,16.11,0,1550749800
542,Ponta Delgada,PT,37.73,72,59.0,16.11,20,1550750400
543,Saint-Augustin,FR,44.83,55,62.82,6.93,0,1550750400
544,North Bend,US,43.41,98,32.0,4.7,20,1550750820
545,Manono,CD,-7.3,54,93.1,3.94,24,1550753084
546,Petauke,ZM,-14.25,69,81.17,7.07,64,1550753084
547,West Wendover,US,40.74,85,24.8,8.05,90,1550750160
